artist,song,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,key_name,mode_name,tonality,tempo_class,acoustic,blues,classical,country,dance,easy listening,electronic,folk,hip hop,jazz,latin,metal,pop,r&b,rock,traditional,world
take that,patience,False,2006,0.64,0.309,0.783,0.808,0.0405,0.142,1.11e-06,0.118,0.372,176,3.22,A#,Major,A# Major,Vivace,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
arctic monkeys,brianstorm,False,2007,0.67,0.42,0.974,0.781,0.191,8.15e-05,0.00155,0.0871,0.463,165,2.52,C#,Major,C# Major,Vivace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
justin timberlake,my love (feat. t.i.),False,2006,0.72,0.771,0.68,0.723,0.224,0.277,1.18e-05,0.682,0.808,120,4.36,B,Minor,B Minor,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fergie,glamorous,True,2006,0.64,0.811,0.757,0.695,0.23,0.298,0.0,0.103,0.565,131,4.06,C,Major,C Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
linkin park,bleed it out,True,2007,0.73,0.529,0.967,0.833,0.0508,0.114,0.0,0.61,0.596,140,2.46,C#,Minor,C# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
my chemical romance,teenagers,False,2006,0.8,0.463,0.857,0.862,0.0632,0.0506,0.0,0.184,0.856,112,2.41,E,Major,E Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
calvin harris,acceptable in the 80's,False,2007,0.57,0.787,0.808,0.744,0.0511,0.0143,0.257,0.0466,0.942,128,5.33,G,Major,G Major,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
sugababes,about you now,False,2007,0.66,0.584,0.699,0.714,0.0378,6.52e-05,6.05e-05,0.486,0.585,82,3.32,C#,Minor,C# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
avril lavigne,girlfriend,True,2007,0.75,0.56,0.959,0.893,0.102,0.000722,0.000221,0.209,0.669,164,3.36,G,Major,G Major,Vivace,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ne-yo,because of you,False,2007,0.74,0.81,0.538,0.728,0.0356,0.528,0.0,0.0951,0.828,110,4.26,C,Minor,C Minor,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
daughtry,it's not over,False,2016,0.45,0.45,0.921,0.842,0.0538,0.0467,0.0,0.311,0.413,146,3.35,A#,Minor,A# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
unk,walk it out,True,2013,0.48,0.794,0.777,0.831,0.0813,0.0982,0.0,0.202,0.706,160,2.53,C#,Minor,C# Minor,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
lloyd,you,False,2007,0.7,0.412,0.876,0.717,0.47,0.102,0.0,0.297,0.703,130,4.33,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
klaxons,golden skans,False,2007,0.65,0.463,0.836,0.876,0.0381,0.000418,7.38e-06,0.25,0.713,142,2.45,D,Minor,D Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
t-pain,bartender (feat. akon),True,2007,0.03,0.675,0.394,0.592,0.133,0.0611,0.0,0.214,0.405,105,3.58,G#,Major,G# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
baby boy da prince,the way i live - main explicit,True,2006,0.59,0.88,0.438,0.64,0.248,0.0147,0.0,0.0907,0.714,90,5.24,C,Major,C Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
fergie,fergalicious,True,2006,0.63,0.906,0.584,0.632,0.316,0.0576,0.0,0.128,0.831,129,4.52,G#,Minor,G# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
omarion,ice box,False,2006,0.57,0.775,0.731,0.745,0.134,0.189,0.0,0.129,0.821,131,4.16,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
pretty ricky,on the hotline - amended version,False,2007,0.57,0.704,0.854,0.743,0.183,0.0185,0.0,0.148,0.688,93,4.02,A#,Minor,A# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
nickelback,rockstar,False,2005,0.69,0.616,0.91,0.865,0.0386,0.0459,0.0,0.343,0.693,144,4.12,C,Major,C Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
fall out boy,thnks fr th mmrs,False,2007,0.76,0.459,0.891,0.764,0.0623,0.00511,0.0,0.106,0.588,155,3.23,A#,Minor,A# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
justin timberlake,lovestoned / i think she knows (interlude),True,2006,0.57,0.859,0.681,0.705,0.0549,0.34,0.000161,0.213,0.852,121,7.24,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
all time low,"dear maria, count me in",False,2007,0.76,0.459,0.895,0.859,0.0805,0.00725,0.0,0.206,0.572,181,3.02,D,Major,D Major,Frenetico (Presto),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
amy winehouse,back to black,True,2006,0.76,0.403,0.422,0.324,0.0373,0.134,2.05e-05,0.0861,0.378,123,4.01,G,Minor,G Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
keyshia cole,let it go,False,2007,0.58,0.808,0.721,0.758,0.213,0.197,0.0,0.205,0.773,95,3.58,C#,Major,C# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ciara,promise,False,2006,0.56,0.697,0.629,0.729,0.0425,0.409,3.8e-06,0.0819,0.439,123,4.27,A,Major,A Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
enrique iglesias,do you know? (the ping pong song),False,2007,0.45,0.753,0.759,0.775,0.0487,0.0523,0.0,0.0263,0.706,115,3.39,G#,Major,G# Major,Allegretto,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
t2,heartbroken - edit,False,2017,0.59,0.716,0.757,0.745,0.0329,0.0258,0.00392,0.16,0.877,140,2.58,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
robyn,with every heartbeat,False,2005,0.36,0.477,0.865,0.793,0.0395,0.00877,4.52e-05,0.271,0.413,121,4.14,E,Minor,E Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
maroon 5,makes me wonder,True,2007,0.62,0.803,0.851,0.894,0.0357,0.00485,0.000358,0.0577,0.881,114,3.31,G,Major,G Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fall out boy,"this ain't a scene, it's an arms race",False,2007,0.68,0.435,0.887,0.813,0.0636,0.000747,0.0,0.0327,0.408,200,3.32,A,Major,A Major,Frenetico (Presto),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
paramore,misery business,False,2007,0.72,0.517,0.906,0.832,0.0735,0.00272,9.26e-06,0.113,0.731,173,3.31,C#,Major,C# Major,Vivace,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
hinder,better than me,False,2019,0.3,0.451,0.682,0.752,0.029,0.205,0.0,0.175,0.254,140,3.43,D,Minor,D Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
